Filename,Duration,File Size,Creation Date,Original Path
02 - In a time long p 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament/2/02 - In a time long p 1.wav
5 - Evelyn awoke to 3.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament/5/5 - Evelyn awoke to 3.wav
The Locket of Lament - FiN.mp3,4:53,3.36 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/The Locket of Lament - FiN.mp3
09 - When Evelyn firs 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/9/09 - When Evelyn firs 1.wav
11 - And so the lege 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/11/11 - And so the lege 1.wav
07 - While the locket 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/7/07 - While the locket 1.wav
06 - Despite the cron 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/6/06 - Despite the cron 1.wav
01 - The Locket of 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/1/01 - The Locket of 1.wav
10 - As the days melt 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/10/10 - As the days melt 1.wav
08 - In her dream sh 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/8/08 - In her dream sh 1.wav
04 - One of the seeke 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/4/04 - One of the seeke 1.wav
03 - To possess this 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/3/03 - To possess this 1.wav
2 - In a forgotten v 3.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/2/2 - In a forgotten v 3.wav
05 - This mystical am 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament-F/5/05 - This mystical am 1.wav
open.mp3,1:43,2.21 MB,06-11-24,/Users/steven/Documents/CoMic/CoH-Story/open.mp3
heroes1.mp3,0:26,1.03 MB,06-11-24,/Users/steven/Documents/CoMic/CoH-Story/heroes1.mp3
journey.mp3,2:06,2.74 MB,06-11-24,/Users/steven/Documents/CoMic/CoH-Story/journey.mp3
kaiber-Gstory.mp3,0:16,663.51 KB,06-11-24,/Users/steven/Documents/itchy Isle/kaiber-Gstory.mp3
During one of Wooly-s adv 2.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/itchy Isle/During one of Wooly-s adv 2.wav
itchy-split.mp3,2:13,5.11 MB,06-11-24,/Users/steven/Documents/itchy Isle/itchy-split.mp3
unfurling.mp3,2:00,1.04 MB,06-11-24,/Users/steven/Documents/itchy Isle/unfurling.mp3
In this land lived the 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/itchy Isle/In this land lived the 1.wav
